audit_label	audit_reasons	case_id	transition	old_state	new_state	proposition_text	mention_text	mention_label	evidence_text
good	introduced_from_not_mentioned	28403086	introduced	not_mentioned	confirmed	patient has January 23, 2015	January 23, 2015	Date	Tumor recurrence was confirmed by biopsy on January 23, 2015.
good	evidence_contains_improving_cue;improvement_cue_present	28248891	improving	not_mentioned	improving	patient has chest	chest	Biological_structure	Two months after therapy, chest, and abdominal CT scans indicated stable disease; anemia and gastrointestinal symptoms had improved, ECOG performance status was 0, and BMI was 22.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	27661040	introduced	not_mentioned	confirmed	patient has pain	pain	Sign_symptom	The patient's personal history underlined that approximately 1 year ago she presented with severe abdominal pain, being diagnosed with acute appendicitis and she underwent appendectomy, but the pain persisted, thus due to family history of lead poisoning, the suspicion of saturnine colic rose, and she was diagnosed with lead poisoning (urinary lead: 219 μg/L), but she received only symptomatic treatment.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	26584481	introduced	not_mentioned	confirmed	patient has resection	resection	Therapeutic_procedure	Surgical resection of both masses was performed (after α-blockade with phenoxybenzamine and β-blockade with propranolol) through a laparoscopic approach, confirming the diagnosis of pheochromocytoma and clear cell renal carcinoma on histology.
bad_transition	improving_without_clear_improvement_cue	28250304	improving	not_mentioned	improving	patient has hyperglycemia	hyperglycemia	Disease_disorder	After an improvement of his left lower leg cellulitis, PCP, and hyperglycemia, the patient underwent laminectomy and radiation therapy for spinal cord compression, which had been caused by a metastatic spinal tumor.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27842605	introduced	not_mentioned	supported	patient has Immunohistochemical staining	Immunohistochemical staining	Diagnostic_procedure	Immunohistochemical staining of the specimen identified diffuse positivity for keratin, CD56, and synaptophysin in the tumor cells, which is consistent with NEC.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;introduced_from_not_mentioned	26405496	introduced	not_mentioned	confirmed	patient has severe	severe	Severity	The diagnosis of the PRES syndrome secondary to the severe preeclampsia immediate post-partum was retained (Figure 1).
good	evidence_contains_recurrent_cue;recurrence_cue_present	22520024	recurrent	not_mentioned	recurrent	patient has 2007	2007	Date	Surveillance magnetic resonance imaging in 2007 revealed an isolated tumor recurrence in the retroperitoneum.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25721834	introduced	not_mentioned	confirmed	patient has respiratory chain components	respiratory chain components	Diagnostic_procedure	Muscle biopsy revealed a structurally normal muscle and biochemical assay of respiratory chain components resulted in a diagnosis of partial complex IV deficiency.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	28239141	introduced	not_mentioned	confirmed	patient has chemotherapy	chemotherapy	Medication	He had been diagnosed with CML six years earlier, with no hematological response to multiple chemotherapy regimens; he was at that time on treatment with allopurinol and awaiting allogenic bone marrow transplant.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	19610147	ruled_out	not_mentioned	ruled_out	patient has Ten	Ten	Quantitative_concept	Ten lymph nodes were histologically identified, of which all were negative for malignancy.
good	evidence_contains_treated_cue;treatment_cue_present	26530965	treated	not_mentioned	treated	patient has taxane-based chemotherapy	taxane-based chemotherapy	Medication	The patient was started on treatment with trastuzumab and taxane-based chemotherapy, with a significant partial response (Supplementary Fig.
good	introduced_from_not_mentioned	28353561	introduced	not_mentioned	confirmed	patient has laparoscopic exploration	laparoscopic exploration	Diagnostic_procedure	Through a laparoscopic exploration, the enlarged gallbladder and common bile duct were visually confirmed, as well as the massive storage of worms within the biliary tract.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	26444414	introduced	not_mentioned	supported	patient has granulation tissue	granulation tissue	Sign_symptom	Histology revealed the proliferation of blood capillaries and granulation tissue, which was consistent with PG (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	28248891	treated	not_mentioned	treated	patient has cycle of chemotherapy	cycle of chemotherapy	Therapeutic_procedure	The patient was administered 1 cycle of chemotherapy with oxaliplatin and S-1; however, the treatment was terminated, as the patient could not tolerate the associated gastrointestinal disturbances.
good	evidence_contains_resolved_cue;resolution_cue_present	28033278	resolved	not_mentioned	resolved	patient has anticonvulsants	anticonvulsants	Medication	The seizure resolved spontaneously without anticonvulsants, and the patient was finally discharged home without incident and scheduled for regular hemodialysis thrice weekly.
ambiguous	no_clear_transition_cue	28151882	no_change	improving	improving	patient has 1 year after	1 year after	Date	Kyphotic Cobb angle for preoperative, 1 week after operation, and 1 year after operation were 40°, 8°, and 17°, respectively, which demonstrated significant improvement (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28538413	introduced	not_mentioned	supported	patient has human melanoma black 45	human melanoma black 45	Diagnostic_procedure	1C), whereas immunohistochemical tests demonstrated positive expression of human melanoma black 45 (HMB45), microtubule-associated protein tau 1 (MAPT1), melan A and S100, and negative expression of desmin, synaptophysin, and epithelial membrane antigen (EMA), which was consistent with melanoma.
bad_transition	treated_without_clear_treatment_cue	28196820	treated	not_mentioned	treated	patient has sedation	sedation	Medication	As clinical stabilisation was achieved, the muscular relaxant was withdrawn and a progressive decrease of sedation was initiated along with a change in the drug regimen.
bad_transition	improving_without_clear_improvement_cue	21129213	improving	not_mentioned	improving	patient has nodular opacifications	nodular opacifications	Sign_symptom	Post-treatment improvement of clinical symptoms was paralleled by radiographic imaging that showed marked interval improvement of the nodular opacifications and the interstitial thickening that had previously been noted.
bad_transition	treated_without_clear_treatment_cue	28202862	treated	not_mentioned	treated	patient has anticoagulant	anticoagulant	Medication	The discontinuation of the oral contraceptive and the administration of rivaroxaban (30 mg, daily), a direct oral anticoagulant (trade name: Xarelto™, Bayer) was initiated according to the results of the EINSTEIN-PE trial (3).
bad_transition	improving_without_clear_improvement_cue	25721834	improving	not_mentioned	improving	patient has pyridoxine	pyridoxine	Medication	Carnitine, vitamin A, thiamine, pyridoxine, folate and uridine were supplemented without improvement in his anaemia.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;evidence_contains_introduced_cue;introduced_from_not_mentioned	27196481	introduced	not_mentioned	confirmed	patient has bilateral	bilateral	Detailed_description	Six years later, an abdominal ultrasound scan revealed the presence of dense bilateral perinephric infiltration, which was confirmed by a whole-body computed tomography (CT) scan, and a fluotine-18 fluordeoxyglucose positron emission tomography (F-FDG-PET) scan demonstrated increased glucose uptake in the medullary channels of both humeri and femurs.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28154281	introduced	not_mentioned	confirmed	patient has pseudomembranous	pseudomembranous	Detailed_description	The patient was diagnosed with pseudomembranous Aspergillus tracheobronchitis type ITBA based on the results of bronchoscopy and a pathological examination (12).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	20146086	introduced	not_mentioned	supported	patient has temozolomide	temozolomide	Medication	She initiated empiric temozolomide plus standard dose erlotinib (150 mg daily) for presumed CNS disease, but after one cycle her headaches worsened, and she developed nausea and vomiting concerning for CNS metastases with associated raised intracranial pressure.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25370695	introduced	not_mentioned	confirmed	patient has pseudocystic	pseudocystic	Detailed_description	Full mouth dental X-rays and a panoramic radiograph were taken and showed relatively well-defined radiolucent lesions in multiple regions of the mandible bilaterally, with a pseudocystic (multilocular) appearance; cone-beam computed tomography confirmed these findings and revealed a large lytic lesion of her left posterior mandible in the region of her chief complaint (Figure 1).
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28403092	ruled_out	not_mentioned	ruled_out	patient has within 24 hours	within 24 hours	Time	Because a possible cerebral infarction could not be excluded within 24 hours, glucocorticoid, mannitol, and a vasodilator were used.
good	evidence_contains_treated_cue;treatment_cue_present	25370695	treated	not_mentioned	treated	patient has oral cavity	oral cavity	Biological_structure	She was again treated with ERT and at 1-year re-evaluation was still symptom free in her oral cavity.
good	evidence_contains_treated_cue;treatment_cue_present	23678274	treated	not_mentioned	treated	patient has inotropic agents	inotropic agents	Medication	Although the patient had been treated with intensive ventilator care, several inotropic agents, and other supportive care measures, he eventually died from the aggravated metabolic acidosis and acutely decompensated heart failure 7 days after the ICU care.
good	introduced_from_not_mentioned	28321073	introduced	not_mentioned	confirmed	patient has 45-year history of cigarette smoking	45-year history of cigarette smoking	History	A 65-year-old man with a 45-year history of cigarette smoking visited our hospital for the diagnosis of an abnormal chest shadow on X-ray.
good	evidence_contains_improving_cue;improvement_cue_present	22515939	improving	not_mentioned	improving	patient has cardiac	cardiac	Biological_structure	From that point, she remained free from any cardiac or infectious complications and her pulmonary condition slowly improved.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28272214	introduced	not_mentioned	confirmed	patient has p40	p40	Diagnostic_procedure	After the CT-guided left pleura puncture, pathological IHC analysis showed positive staining for p63, p40, CK 7, and CK 5/6, while TTF-1 and NapsinA staining were absent, supporting a diagnosis of squamous cell carcinoma (SCC) (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	21923918	treated	not_mentioned	treated	patient has chemotherapy	chemotherapy	Medication	Thereafter, the patient was referred to the oncology department of our hospital, where he received two 3-day cycles (separated by a 3-week interval) of systemic chemotherapy based on 5-fluorouracil (800 mg/day IV) and cisplatin (20 mg/day).
good	introduced_from_not_mentioned	27100441	introduced	not_mentioned	confirmed	patient has endocardiac tracing	endocardiac tracing	Diagnostic_procedure	Notably, the epsilon waves preceded QRS waves in leads V1–V2, while endocardiac tracing confirmed that the corresponding local potential originating from RVOT appeared prior to the ventricular rhythm (Figure ​(Figure1D).
good	evidence_contains_treated_cue;treatment_cue_present	27821134	treated	not_mentioned	treated	patient has nasogastric tube	nasogastric tube	Administration	50 mg levodopa was administered over a nasogastric tube every two hours during the subsequent postoperative period.
bad_transition	improving_without_clear_improvement_cue	27218632	improving	not_mentioned	improving	patient has intravenous	intravenous	Administration	There was no improvement in the rash despite multiple rounds of oral fluconazole, topical antibiotic ointment, and intravenous antibiotics.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;introduced_from_not_mentioned	24781756	introduced	not_mentioned	suspected	patient has 9	9	Lab_value	During pregnancy, the patient was suspected to have IUGR and was delivered by Cesarian section at 36+2 gestational weeks with Apgar scores 9 and 10.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	22814979	introduced	not_mentioned	supported	patient has circulatory support	circulatory support	Therapeutic_procedure	On the second day of hospitalisation, she was evaluated by a cardiologist and cardiothoracic surgeon for emergent circulatory support as she had developed signs of poor tissue perfusion with a lactic acidosis (8.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28767567	introduced	not_mentioned	confirmed	patient has lesion	lesion	Sign_symptom	Abdominal ultrasonography showed an uneven lesion in the liver and a diagnosis of HB was considered.
bad_transition	improving_without_clear_improvement_cue	28353556	improving	not_mentioned	improving	patient has orotracheal tube	orotracheal tube	Therapeutic_procedure	2 g/pulse every 2 weeks for the 1st 3 pulses, followed by infusions every 3 weeks for the next 2 pulses), and plasma exchange (PE), according to European vasculitis study group recommendations,[4] was immediately started with respiratory improvement that allowed ECMO and orotracheal tube withdrawal and subsequent discharge from intensive care unit.
good	evidence_contains_treated_cue;treatment_cue_present	27842595	treated	not_mentioned	treated	patient has leucovorin	leucovorin	Medication	Postoperatively, a regimen of 5-fluorouracil (5-FU), leucovorin, and oxaliplatin (FOLFOX) was administered every 2 weeks for 5 months.
good	introduced_from_not_mentioned	26285706	introduced	not_mentioned	confirmed	patient has benign	benign	Severity	Based on the clinical course, the history of calcium lactate intake and histological appearance a diagnosis of an esophageal benign mesenchymal originating mass (most probably a fibrovascular polyp) auto-amputated and calcified was formulated.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19009665	introduced	not_mentioned	supported	patient has iodized oil	iodized oil	Detailed_description	Non-contrast enhanced CT scanning showed multiple disseminated hyper-intense lesions in the brain, consistent with deposition of iodized oil (Figure ​2).
good	introduced_from_not_mentioned	26395443	introduced	not_mentioned	confirmed	patient has AFLP	AFLP	Disease_disorder	The diagnosis of AFLP was confirmed following the Swansea’s criteria [9].
good	evidence_contains_recurrent_cue;recurrence_cue_present	24957905	recurrent	not_mentioned	recurrent	patient has 1000mg/m2	1000mg/m2	Dosage	At that point, the oncology department recommended to proceed with adjuvant chemotherapy with gemcitabine (1000mg/m2 IV on days 1, 8, 15 on a 28-day cycle for six cycles) to try to reduce the likelihood of recurrence.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	18416479	introduced	not_mentioned	confirmed	patient has normocellular marrow	normocellular marrow	Sign_symptom	Bone marrow biopsy revealed normocellular marrow without cellular atypia.
good	evidence_contains_treated_cue;treatment_cue_present	28403099	treated	not_mentioned	treated	patient has hypertension	hypertension	Sign_symptom	The patient with unresectable masses had hypertension over 10 years and chronic HBV-related cirrhosis for 30 years when he was treated with lamivudine 100 mg qd, and adefovir dipivoxil 10 mg qd for 6 years.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	24957905	introduced	not_mentioned	supported	patient has hypokinesia	hypokinesia	Sign_symptom	The temporal relationship of his symptoms to the initiation of gemcitabine chemotherapy; the lack of risk factors for ischemic CMP and prior history of CAD, finding of global hypokinesia on 2D Echo, absence of ischemia on MPI; and improvement in his systolic function after discontinuation of gemcitabine were all consistent with gemcitabine-induced cardiomyopathy.
good	introduced_from_not_mentioned	27004009	introduced	not_mentioned	confirmed	patient has advanced	advanced	Severity	Based on these results, a diagnosis of primary advanced esophago-gastric melanoma was established.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28202862	introduced	not_mentioned	confirmed	patient has department	department	Nonbiological_location	She was diagnosed with PTE and admitted to our department.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	23035161	ruled_out	not_mentioned	ruled_out	patient has abdominal	abdominal	Biological_structure	However, other non-abdominal viscous causes of severe diffuse abdominal pain such as porphyria, familial Mediterranean fever, diabetic ketoacidosis, tocopherol deficiency also had to be excluded.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;introduced_from_not_mentioned	28248891	introduced	not_mentioned	suspected	patient has 2	2	Lab_value	The patient's Eastern Cooperative Oncology Group (ECOG) performance status was 2, and his body mass index (BMI) was 19; therefore, he was considered to be at risk of malnutrition.
ambiguous	no_clear_transition_cue	26216058	no_change	recurrent	recurrent	patient has MRI	MRI	Diagnostic_procedure	At a follow-up of more than 6 years after treatment, there were still no signs of tumour recurrence on the MRI scan.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28190872	introduced	not_mentioned	confirmed	patient has secure	secure	Therapeutic_procedure	She was immediately treated with high-dose intravenous dexamethasone and taken emergently to the operating room (OR) to secure her airway for concern for complete upper airway obstruction, which was confirmed with direct visualization of her larynx in the OR.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28033278	ruled_out	not_mentioned	ruled_out	patient has viruses	viruses	Detailed_description	Cerebrospinal fluid cultures were negative for bacteria, mycobacteria, and viruses.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27196481	ruled_out	not_mentioned	ruled_out	patient has infiltrate	infiltrate	Sign_symptom	Morphological analysis demonstrated the accumulation of foamy histiocytes that were positive for CD68 and negative for the dendritic cell markers CD1a and S100, surrounded by fibrosis and a scanty lympho-monocytic infiltrate (Figure ​(Figure1).
good	evidence_contains_treated_cue;treatment_cue_present	27842605	treated	not_mentioned	treated	patient has three cycles	three cycles	Dosage	Postoperatively, the patient received three cycles of carboplatin (area under the curve of 5 on day 1 repeated every 21 days) and etoposide (80 mg/m2 on days 1 through 3 repeated every 21 days).
bad_transition	improving_without_clear_improvement_cue	22218279	improving	not_mentioned	improving	patient has gait	gait	Diagnostic_procedure	He then underwent 5 plasmapheresis exchanges, with significant improvement of motor, sensory, speech deficits, and gait.
ambiguous	no_clear_transition_cue	21129213	no_change	improving	improving	patient has improvement	improvement	Lab_value	Post-treatment improvement of clinical symptoms was paralleled by radiographic imaging that showed marked interval improvement of the nodular opacifications and the interstitial thickening that had previously been noted.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28403092	introduced	not_mentioned	confirmed	patient has hepatic encephalopathy	hepatic encephalopathy	Disease_disorder	Thus, considering her history and elevated blood ammonia, she was diagnosed with UGH-induced hepatic encephalopathy, and the oral administration of VPA was changed to intravenous administration to prevent seizures.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	23897372	introduced	not_mentioned	supported	patient has biventricular	biventricular	Biological_structure	Subsequently, cardiac MRI demonstrated early and diffuse subendocardial delayed enhancement, concerning for infiltrative myocardial disease and for diffuse biventricular hypertrophy, with normal ejection fraction (figure 3).
good	evidence_contains_treated_cue;treatment_cue_present	28079821	treated	not_mentioned	treated	patient has allopurinol	allopurinol	Medication	Febuxostat was administered 2½ months before admission for inadequate serum uric acid control by allopurinol 50 mg qd.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;evidence_contains_introduced_cue;introduced_from_not_mentioned	23155491	introduced	not_mentioned	confirmed	patient has 72	72	Quantitative_concept	He was diagnosed with a total of 84 NMSC: 72 NMSC at our clinic, 12 from other clinics.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	26264228	ruled_out	not_mentioned	ruled_out	patient has pathology	pathology	Diagnostic_procedure	The pathology of the resected specimen showed a poorly differentiated squamous cell carcinoma and no evidence of malignancy in 15 of the lymph nodes.
good	introduced_from_not_mentioned	28248891	introduced	not_mentioned	suspected	patient has Eastern Cooperative Oncology Group	Eastern Cooperative Oncology Group	Diagnostic_procedure	The patient's Eastern Cooperative Oncology Group (ECOG) performance status was 2, and his body mass index (BMI) was 19; therefore, he was considered to be at risk of malnutrition.
good	evidence_contains_improving_cue;improvement_cue_present	25743872	improving	not_mentioned	improving	patient has spironolactone	spironolactone	Medication	She improved after a day but still had dyspnoea, so we added spironolactone.
good	introduced_from_not_mentioned	28154700	introduced	not_mentioned	supported	patient has ileitis	ileitis	Disease_disorder	The biopsies were taken and show a subacute and ulcerative ileitis compatible with Crohn's disease.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28207542	recurrent	not_mentioned	recurrent	patient has DIC	DIC	Disease_disorder	There was no recurrence of DIC or hemorrhage during 8 months of follow-up.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	22791498	introduced	not_mentioned	confirmed	patient has myocardial	myocardial	Biological_structure	A myocardial biopsy revealed that over 50% of cardiomyocytes were replaced by fibrosis (figure 2).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	26457578	introduced	not_mentioned	confirmed	patient has 9 year-old	9 year-old	Age	The patient, a 9 year-old Caucasian female, was first diagnosed with medulloblastoma at age 3 years.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28250304	introduced	not_mentioned	confirmed	patient has diagnosed	diagnosed	Clinical_event	A 44-year-old man had been diagnosed with LCNEC of the thymus with bone metastasis at a different hospital 3 years previously.
good	introduced_from_not_mentioned	23155491	introduced	not_mentioned	supported	patient has lesions	lesions	Sign_symptom	This past year, however, he returned to the clinic with over 100 new lesions suggestive of malignancy on his torso and extremities.
bad_transition	resolved_without_clear_resolution_cue	21923918	resolved	not_mentioned	resolved	patient has stable	stable	Lab_value	Ten days later, the patient was discharged with a stable platelet count (780,000/mm3), Hb 10.
good	evidence_contains_treated_cue;treatment_cue_present	28154281	treated	not_mentioned	treated	patient has negative	negative	Lab_value	Although both a chest computed tomography (CT) scan and tests for pathogens via routine culturing, including blood tests for Beta-D glucan (G-test) and Galactomannan (GM-test) were all negative, the patient's cough did not respond to antibiotics and we empirically initiated treatment with voriconazole (6 mg/kg/12h for the first day, followed by 4 mg/kg/12h).
ambiguous	no_clear_transition_cue	23155491	no_change	confirmed	confirmed	patient has NMSC	NMSC	Coreference	He was diagnosed with a total of 84 NMSC: 72 NMSC at our clinic, 12 from other clinics.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	27980261	introduced	not_mentioned	confirmed	patient has stage IV	stage IV	Detailed_description	Given all these observations, he was diagnosed with right lung carcinoma, stage IV (c-T2bN2M1b).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	23155491	introduced	not_mentioned	confirmed	patient has metastatic	metastatic	Detailed_description	Unfortunately, in his most recent hospitalization he was diagnosed with metastatic adenocarcinoma of the small bowel, and passed away shortly after.
good	evidence_contains_improving_cue;improvement_cue_present	18561524	improving	not_mentioned	improving	patient has liver function	liver function	Diagnostic_procedure	His liver function improved slightly, but despite dialysis the renal function deteriorated with increasing creatinine values.
good	introduced_from_not_mentioned	28193213	introduced	not_mentioned	confirmed	patient has spontaneous	spontaneous	Detailed_description	A final diagnosis of Richter’s hernia presenting as spontaneous ECF was reached.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27004009	ruled_out	not_mentioned	ruled_out	patient has negative	negative	Lab_value	Immunohistochemical staining showed that the tumor was positive for S-100, HMB-45, mclean-A and Vimentin, but negative for cytokeratin 7 and cytokeratin 20 (Figure ​6).
good	evidence_contains_treated_cue;treatment_cue_present	24781756	treated	not_mentioned	treated	patient has transported	transported	Clinical_event	The patient was transported to the NICU and treated with bicarbonate, acetate and diuretics.
good	evidence_contains_confirmed_cue	27846860	confirmed	supported	confirmed	patient has pancreatitis	pancreatitis	Disease_disorder	The patient was finally diagnosed with acute pancreatitis complicated with renal cortical necrosis leading to AKI and Purtscher’s retinopathy leading to complete bilateral blindness.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28272214	introduced	not_mentioned	confirmed	patient has SCC	SCC	Disease_disorder	After the CT-guided left pleura puncture, pathological IHC analysis showed positive staining for p63, p40, CK 7, and CK 5/6, while TTF-1 and NapsinA staining were absent, supporting a diagnosis of squamous cell carcinoma (SCC) (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	22514576	treated	not_mentioned	treated	patient has 100 mg/day	100 mg/day	Dosage	She was treated with aspirin 100 mg/day.
good	evidence_contains_confirmed_cue	28154287	confirmed	suspected	confirmed	patient has pleural effusion	pleural effusion	Disease_disorder	The patient lost consciousness because of decreased vital capacity with increasing bilateral pleural effusion and was diagnosed with CO2 narcosis.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27004009	ruled_out	not_mentioned	ruled_out	patient has positive	positive	Lab_value	Immunohistochemical staining showed that the tumor was positive for S-100, HMB-45, mclean-A and Vimentin, but negative for cytokeratin 7 and cytokeratin 20 (Figure ​6).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28154287	introduced	not_mentioned	confirmed	patient has 35 year of age	35 year of age	Date	A 73-year-old man who had been diagnosed with type 2 diabetes mellitus at 35 year of age, who had severe diabetic neuropathy and diabetic-ESRD complained of respiratory distress and sudden chest pain.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28216610	introduced	not_mentioned	confirmed	patient has CD31	CD31	Diagnostic_procedure	Pathology showed spindle cells positive for CD34, BCL2, vimentin, and HHV-8 with diffuse positivity for CD31 diagnostic of KS.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	24043987	introduced	not_mentioned	supported	patient has alveolar spaces	alveolar spaces	Biological_structure	The lung biopsy specimen revealed features consistent with PAM, with numerous calcospherites within the alveolar spaces (Fig.
bad_transition	improving_without_clear_improvement_cue	28250304	improving	not_mentioned	improving	patient has tumor	tumor	Sign_symptom	After an improvement of his left lower leg cellulitis, PCP, and hyperglycemia, the patient underwent laminectomy and radiation therapy for spinal cord compression, which had been caused by a metastatic spinal tumor.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28265107	introduced	not_mentioned	supported	patient has bearing down	bearing down	Activity	During bearing down, fixed perineal descent was noted with the inability to widen the posterior anorectal angle and poor evacuation of contrast with straining, consistent with DD.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27842605	ruled_out	not_mentioned	ruled_out	patient has chromogranin A	chromogranin A	Diagnostic_procedure	The tumor cells in the gallbladder are slightly positive for synaptophysin and CD56, but negative for chromogranin A (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28202865	introduced	not_mentioned	confirmed	patient has younger brother had been diagnosed with hemophilia B during adolescence	younger brother had been diagnosed with hemophilia B during adolescence	Family_history	It was also revealed that his younger brother had been diagnosed with hemophilia B during adolescence.
good	evidence_contains_resolved_cue;resolution_cue_present	28196820	resolved	improving	resolved	patient has a month after	a month after	Date	After an initial CT scan (figure 2A), a follow-up CT scan (figure 2B) a month after the surgery showed a resolution of the posterior-basal atelectasis, coinciding with a decrease of FiO2 to 0.
good	introduced_from_not_mentioned	28202862	introduced	not_mentioned	suspected	patient has Deep vein thrombosis	Deep vein thrombosis	Disease_disorder	Deep vein thrombosis (DVT) was suspected by her home doctor.
good	introduced_from_not_mentioned	26629302	introduced	not_mentioned	confirmed	patient has sheets of small round cells	sheets of small round cells	Detailed_description	A trans-oral incisional biopsy of the left palatal mass was performed and was suggestive of a preliminary diagnosis of mesenchymal chondrosarcoma, as evidenced by a biphasic pattern featuring sheets of small round cells with hemangiopericytoma-like vascular pattern and mature cartilaginous islands.
good	evidence_contains_improving_cue;improvement_cue_present	22814979	improving	not_mentioned	improving	patient has left-ventricular ejection fraction	left-ventricular ejection fraction	Diagnostic_procedure	Prior to surgery her left-ventricular ejection fraction had improved to 55% on medical management (see figure 1).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27749582	introduced	not_mentioned	confirmed	patient has CVID	CVID	Disease_disorder	She was diagnosed with CVID, isolated ACTH deficiency, and ectodermal dysplasia.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28103924	introduced	not_mentioned	confirmed	patient has bone marrow	bone marrow	Biological_structure	A bone marrow biopsy revealed the presence of foam cells, which led to suspicion of lysosomal storage disease.
bad_transition	recurrent_without_clear_recurrence_cue	26336183	recurrent	not_mentioned	recurrent	patient has long-term	long-term	Detailed_description	The sodium valproate was initially stopped completely, but due to a serious relapse of the patient's schizo-affective disorder, it was restarted and she is now well on valproate 1 g once daily and long-term carnitine supplements.
good	evidence_contains_treated_cue;treatment_cue_present	26395443	treated	not_mentioned	treated	patient has fluid load	fluid load	Medication	Our patient received an initial fluid load with crystalloids.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28193213	recurrent	not_mentioned	recurrent	patient has hernia	hernia	Disease_disorder	No hernia recurrence was observed during 10 months of follow-up.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	22218279	introduced	not_mentioned	supported	patient has CADASIL	CADASIL	Family_history	His mother has a significant history of headaches and early-onset strokes, and was found to be a carrier of the Notch3 mutation consistent with cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL).
good	evidence_contains_recurrent_cue;recurrence_cue_present	27004009	recurrent	not_mentioned	recurrent	patient has recurrence	recurrence	Sign_symptom	As the patient denied a postoperative adjuvant therapy, abdominal recurrence and hepatic metastases were found within one month by a postoperative follow-up CT.
good	introduced_from_not_mentioned	28100235	introduced	not_mentioned	confirmed	patient has computed tomography	computed tomography	Diagnostic_procedure	A computed tomography (CT) scan confirmed a malignant appearing, pedunculated lesion attached to segment IV (Fig.
bad_transition	improving_without_clear_improvement_cue	25721834	improving	not_mentioned	improving	patient has Carnitine	Carnitine	Medication	Carnitine, vitamin A, thiamine, pyridoxine, folate and uridine were supplemented without improvement in his anaemia.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	28353596	introduced	not_mentioned	confirmed	patient has potassium citrate	potassium citrate	Medication	Eventually, this patient was diagnosed with HO secondary to SS, and she was then treated with alkalinization (citrate 4 g/day and potassium citrate 3 g/day for 2 weeks), steroids (prednisone 20 mg/day for 1 month, 10 mg/day for 4 months), neutral phosphate (1.
